common_name,train_count,test_count,total_count
Slate-coloured Grosbeak,4,0,4
Slate-crowned Antpitta,3,0,3
Slate-headed Tody-Flycatcher,1,0,1
Slate-throated Redstart,12,0,12
Slaty Antwren,1,0,1
Slaty Bristlefront,4,0,4
Slaty Brush-Finch,1,0,1
Slaty Elaenia,1,0,1
Slaty Robin,1,0,1
Slaty Spinetail,1,0,1
Slaty Vireo,1,0,1
Slaty-backed Chat-Tyrant,2,0,2
Slaty-backed Forest Falcon,2,0,2
Slaty-backed Nightingale-Thrush,1,0,1
Slaty-breasted Tinamou,1,0,1
Slaty-breasted Wood-Rail,10,0,10
Slaty-capped Shrike-Vireo,2,0,2
Slaty-legged Crake,6,0,6
Slaty-tailed Trogon,8,0,8
Slender Antbird,3,0,3
Slender Meadow Katydid,9,0,9
Slender Tree Frog,1,0,1
Slender-billed Crow,1,0,1
Slender-billed Finch,1,0,1
Slender-billed Parakeet,2,0,2
Slender-billed Tyrannulet,1,0,1
Slightly Musical Conehead Katydid,2,0,2
Slow-tinkling Trig,11,0,11
Small Bark Squeaker,8,6,14
Small Bottle Cicada,3,0,3
Small Niltava,1,0,1
Small-billed Elaenia,14,5,19
Small-billed Tinamou,4,0,4
Small-eared Greater Galago,4,0,4
Smith's Bush Squirrel,4,0,4
Smith's Longspur,1,0,1
Smoke-colored Pewee,1,0,1
Smoky Buzzer,5,0,5
Smoky Jungle Frog,1,0,1
Smoky-brown Woodpecker,2,0,2
Smooth Toadlet,3,0,3
Smooth-Fingered Narrow-mouthed Frog,7,0,7
Smooth-billed Ani,26,0,26
Smooth-skinned Ditch Frog,4,0,4
Snail Kite,7,0,7
Snethlage's Tody-Tyrant,4,0,4
Snow Bunting,13,0,13
Snow Goose,26,26,52
Snow Partridge,1,0,1
Snowy Egret,5,0,5
Snowy Plover,1,0,1
Snowy Tree Cricket,41,31,72
Snowy-browed Flycatcher,1,0,1
Social Flycatcher,55,20,75
Soldier Grasshopper,1,0,1
Solitary Black Cacique,9,6,15
Solitary Sandpiper,22,17,39
Solitary Tinamou,3,0,3
Sombre Greenbul,25,36,61
Sombre Hummingbird,2,0,2
Sombre Kingfisher,2,0,2
Sombre Tit,1,0,1
Song Sparrow,1000,100,1100
Song Thrush,1000,100,1100
Song Wren,1,0,1
Sonoma Chipmunk,1,0,1
Sooretama Slaty-Antshrike,3,0,3
Sooty Ant-Tanager,2,0,2
Sooty Antbird,3,0,3
Sooty Boubou,1,0,1
Sooty Grassquit,1,0,1
Sooty Grouse,30,9,39
Sooty Owl,4,0,4
Sooty Oystercatcher,2,0,2
Sooty Shearwater,1,0,1
Sooty-capped Babbler,2,0,2
Sooty-fronted Spinetail,46,26,72
Sooty-headed Bulbul,7,0,7
Sooty-headed Tyrannulet,5,0,5
Sooty-headed Wren,2,0,2
Sora,100,87,187
South American Coati,3,0,3
South American Common Toad,1,0,1
South American Leaftosser,1,0,1
South Island Pied Oystercatcher,5,0,5
South Island Robin,147,9,156
South Island Wren,1,0,1
South-west Pacific Swamphen,12,10,22
Southeastern Myotis,1,0,1
Southern Antpipit,6,0,6
Southern Bark Squeaker,188,50,238
Southern Beardless-Tyrannulet,31,21,52
Southern Bell Frog,24,8,32
Southern Bentbill,3,0,3
Southern Black Korhaan,2,0,2
Southern Boobook,102,100,202
Southern Boubou,34,55,89
Southern Bristle-Tyrant,1,0,1
Southern Chorus Frog,25,0,25
Southern Common Cuscus,1,0,1
Southern Crested Guineafowl,1,0,1
Southern Cricket Frog,55,61,116
Southern Dainty Frog,11,16,27
Southern Double-collared Sunbird,12,7,19
Southern Elephant Seal,1,0,1
Southern Fiscal,14,0,14
Southern Flying Squirrel,21,7,28
Southern Grass Cicada,1,0,1
Southern Gray-headed Sparrow,5,0,5
Southern Ground Cricket,3,0,3
Southern Ground-Hornbill,1,0,1
Southern Hill Myna,3,0,3
Southern Lapwing,63,63,126
Southern Leopard Frog,201,100,301
Southern Mole Cricket,1,0,1
Southern Mountain Squeaker,13,0,13
Southern Orange-legged Leaf Frog,1,0,1
Southern Penduline Tit,1,0,1
Southern Pig-tailed Macaque,1,0,1
Southern Red-eyed Squeaker,219,38,257
Southern Rough-winged Swallow,2,0,2
Southern Screamer,6,6,12
Southern Scrub-Flycatcher,1,0,1
Southern Smooth Froglet,2,0,2
Southern Spotted Cicada,2,0,2
Southern Tchagra,3,0,3
Southern Ticking Ambertail,4,0,4
Southern Toad,33,17,50
Southern Toadlet,1,0,1
Southern Tree Hyrax,6,0,6
Southern Tropical Pewee,1,0,1
Southern White-fringed Antwren,10,0,10
Southern Whiteface,1,0,1
Southern Yellowthroat,26,11,37
Southwestern Red Squirrel,4,0,4
Southwestern Speckled Rattlesnake,2,0,2
Spangled Drongo,6,9,15
Spanish House-Cricket,1,0,1
Spanish Sparrow,3,0,3
Sparkling Violetear,62,20,82
Speckle-breasted Antpitta,3,0,3
Speckle-breasted Wren,2,0,2
Speckled Bush-cricket,3,0,3
Speckled Chachalaca,3,0,3
Speckled Mousebird,2,0,2
Speckled Pigeon,2,0,2
Speckled Teal,2,0,2
Speckled nightingale-thrush,4,0,4
Spectacled Monarch,1,0,1
Spectacled Owl,10,0,10
Spectacled Parrotlet,4,0,4
Spectacled Redstart,6,0,6
Spectacled Warbler,3,0,3
Sphagnum Frog,1,0,1
Sphagnum Ground Cricket,8,0,8
Spicebush Swallowtail,1,0,1
Spillmann's Tapaculo,3,0,3
Spiny Slender Toad,1,0,1
Spiny-cheeked Honeyeater,5,0,5
Spiny-throated Reed Frog,1,0,1
Spix's Guan,2,0,2
Spix's Snouted Tree Frog,2,0,2
Spix's Spinetail,24,14,38
Spix's Warbling-Antbird,1,0,1
Splendid Glossy-starling,1,0,1
Spot-backed Antshrike,13,6,19
Spot-backed Antwren,1,0,1
Spot-backed Puffbird,2,0,2
Spot-billed Toucanet,2,0,2
Spot-breasted Antvireo,3,0,3
Spot-breasted Ibis,1,0,1
Spot-breasted Oriole,4,0,4
Spot-breasted Wren,33,25,58
Spot-crowned Antvireo,1,0,1
Spot-crowned Barbet,1,0,1
Spot-crowned Woodcreeper,1,0,1
Spot-flanked Gallinule,1,0,1
Spot-legged Treefrog,5,0,5
Spot-tailed Nightjar,2,0,2
Spot-throat,1,0,1
Spot-winged Antbird,1,0,1
Spot-winged Antshrike,2,0,2
Spot-winged Pigeon,5,0,5
Spot-winged Wood Quail,3,0,3
Spotless Crake,2,0,2
Spotless Starling,26,16,42
Spotted Antbird,1,0,1
Spotted Antpitta,1,0,1
Spotted Bamboowren,2,0,2
Spotted Catbird,6,0,6
Spotted Chirping Frog,1,0,1
Spotted Chorus Frog,188,30,218
Spotted Crake,28,30,58
Spotted Eagle-Owl,10,10,20
Spotted Flycatcher,71,67,138
Spotted Foam-nest Frog,2,0,2
Spotted Forktail,1,0,1
Spotted Grass Frog,72,34,106
Spotted Ground Cricket,1,0,1
Spotted Hyena,1,0,1
Spotted Kingfisher,1,0,1
Spotted Narrow-mouthed Frog,2,0,2
Spotted Nothura,6,0,6
Spotted Owl,9,15,24
Spotted Owlet,9,0,9
Spotted Pardalote,90,100,190
Spotted Piculet,1,0,1
Spotted Pine Sawyer,1,0,1
Spotted Puffbird,2,0,2
Spotted Rail,6,0,6
Spotted Red-belly Toad,1,0,1
Spotted Redshank,2,0,2
Spotted Sandpiper,61,29,90
Spotted Thick-knee,3,0,3
Spotted Tody-Flycatcher,1,0,1
Spotted Towhee,620,100,720
Spotted Wattle Cicada,362,45,407
Spotted Wren,6,0,6
Spotted rubber frog,2,0,2
Sprague's Pipit,6,0,6
Spring Cicada,1,0,1
Spring Field Cricket,21,17,38
Spring Peeper,1000,100,1100
Spring Trig,1,0,1
Sprinkled Locust,1,0,1
Sprinkler Squeaker,5,0,5
Spur-winged Goose,1,0,1
Spur-winged Lapwing,1,0,1
Squamate Antbird,1,0,1
Squirrel Cuckoo,26,8,34
Squirrel Tree Frog,103,49,152
St. Lucia Black Finch,1,0,1
St. Lucia Oriole,1,0,1
St. Lucia Parrot,1,0,1
Star-throated Antwren,5,0,5
Starred Wood Quail,1,0,1
Stauffer's Tree Frog,5,0,5
Steere's Liocichla,35,12,47
Steindachner’s Shieldback,3,0,3
Stejneger's Paddy Frog,3,0,3
Steller Sea Lion,2,0,2
Steller's Jay,273,100,373
Steppe Bush-cricket,1,0,1
Steppe Eagle,1,0,1
Steppe Grasshopper,7,11,18
Steppe Pika,1,0,1
Steppe Spiny Bush-cricket,2,0,2
Stiles's Tapaculo,4,0,4
Stitchbird,14,0,14
Stock Dove,23,30,53
Stone Marten,2,0,2
Stop-and-go Cicada,2,0,2
Stork-billed Kingfisher,5,9,14
Stout-billed Cinclodes,2,0,2
Straight-billed Woodcreeper,6,0,6
Straneck's Tyrannulet,10,8,18
Straw-colored Fruit Bat,2,0,2
Straw-headed Bulbul,13,5,18
Strawberry Poison-dart Frog,5,0,5
Strawberry Rain Frog,5,5,10
Streak-backed Oriole,9,0,9
Streak-breasted Scimitar-Babbler,1,0,1
Streak-capped Antwren,4,0,4
Streak-capped Spinetail,1,0,1
Streak-capped Treehunter,3,0,3
Streak-chested Antpitta,1,0,1
Streak-eared Bulbul,1,0,1
Streak-headed Antbird,1,0,1
Streak-headed Woodcreeper,3,0,3
Streak-throated Bush-Tyrant,1,0,1
Streaked Flycatcher,25,22,47
Streaked Saltator,5,0,5
Streaked Scrub-Warbler,1,0,1
Streaked Wren-Babbler,1,0,1
Streaked Xenops,3,0,3
Streaky-breasted Flufftail,1,0,1
Streaky-headed Seedeater,3,0,3
Streamer-tailed Tyrant,2,0,2
Strecker's Chorus Frog,77,0,77
Striated Antbird,2,0,2
Striated Antthrush,1,0,1
Striated Earthcreeper,2,0,2
Striated Grassbird,1,0,1
Striated Heron,4,0,4
Striated Pardalote,72,92,164
Striated Swallow,3,0,3
Striated Thornbill,3,0,3
Strident Squawker,5,0,5
Striolated Manakin,2,0,2
Striolated Tit-Spinetail,1,0,1
Stripe-backed Antbird,2,0,2
Stripe-backed Wren,1,0,1
Stripe-capped Sparrow,1,0,1
Stripe-cheeked Woodpecker,1,0,1
Stripe-chested Antwren,1,0,1
Stripe-crowned Spinetail,5,0,5
Stripe-headed Antpitta,1,0,1
Stripe-headed Sparrow,4,0,4
Stripe-tailed Yellow-Finch,1,0,1
Stripe-throated Jery,1,0,1
Stripe-winged Grasshopper,6,0,6
Striped Crake,1,0,1
Striped Cuckoo,43,19,62
Striped Flufftail,4,0,4
Striped Ground Cricket,36,0,36
Striped Honeyeater,1,0,1
Striped Kingfisher,1,0,1
Striped Marsh Frog,112,100,212
Striped Owl,9,0,9
Striped Prinia,1,0,1
Striped Robber Frog,15,0,15
Striped Sedge Grasshopper,1,0,1
Striped Skunk,2,0,2
Striped Slant-faced Grasshopper,1,0,1
Striped Snouted Tree Frog,10,0,10
Striped Stream Frog,10,9,19
Striped Tree Cricket,1,0,1
Striped Tree-buzzer,1,0,1
Striped Treehunter,4,0,4
Striped Woodpecker,2,0,2
Striped Wren-Babbler,2,0,2
Striped-pants Jungle Frog,2,0,2
Strong-billed Woodcreeper,1,0,1
Stub-tailed Antbird,1,0,1
Stub-tailed Spadebill,3,0,3
Stubble Quail,9,0,9
Stuhlmann's Spiny Reed Frog,1,0,1
Styan's Bulbul,8,0,8
Stygian Owl,5,0,5
Such's Antthrush,4,0,4
Sugar Glider,11,21,32
Suiriri Flycatcher,5,0,5
Sulawesi Babbler,1,0,1
Sulawesi Scops-Owl,2,0,2
Sulphur-bellied Flycatcher,15,0,15
Sulphur-crested Cockatoo,107,100,207
Sulphur-throated Spinetail,6,0,6
Sulphur-winged Parakeet,3,0,3
Sulphury Flycatcher,2,0,2
Sumatran Puddle Frog,1,0,1
Summer Tanager,233,100,333
Sunbittern,1,0,1
Sunda Cuckoo,1,0,1
Sunda Laughingthrush,1,0,1
Sunda Scops-Owl,5,0,5
Superb Dog-day Cicada,66,26,92
Superb Fairywren,58,59,117
Superb Lyrebird,99,100,199
Surf Scoter,1,0,1
Surfbird,1,0,1
Surinam Horned Frog,2,0,2
Surucua Trogon,8,0,8
Suweon Tree Frog,16,0,16
Swainson's Flycatcher,4,0,4
Swainson's Hawk,6,6,12
Swainson's Thrush,703,100,803
Swainson's Warbler,60,26,86
Swallow Tanager,6,0,6
Swallow-tailed Hummingbird,7,0,7
Swallow-wing Puffbird,1,0,1
Swamp Cicada,165,72,237
Swamp Harrier,5,0,5
Swamp Sparrow,134,98,232
Swan Goose,5,0,5
Swift Parrot,1,0,1
Swinhoe's Pheasant,2,0,2
Swinhoe's Snipe,2,0,2
Swinhoe's frog,4,0,4
Swinhoe’s White-eye,28,26,54
Sword-bearing Conehead,65,24,89
Syrian Woodpecker,4,0,4
São Bento Canebrake Tree Frog,2,0,2
São Tomé Scops-Owl,1,0,1
Tago's Brown Frog,1,0,1
Taiga Flycatcher,1,0,1
Taipei Green Tree Frog,7,0,7
Taiwan Bamboo-Partridge,31,29,60
Taiwan Barbet,97,100,197
Taiwan Bush-Warbler,6,0,6
Taiwan Giant Flying Squirrel,2,0,2
Taiwan Hill Partridge,4,0,4
Taiwan Hwamei,4,0,4
Taiwan Rosefinch,1,0,1
Taiwan Scimitar-Babbler,31,32,63
Taiwan Shortwing,3,0,3
Taiwan Thrush,2,0,2
Taiwan Wren-Babbler,1,0,1
Taiwan Yuhina,9,7,16
Tambourine Dove,7,0,7
Tandy's sand frog,4,0,4
Tapered Drone Fly,1,0,1
Tarbagan Marmot,1,0,1
Tasmanian Froglet,3,0,3
Tatamá Tapaculo,3,0,3
Tataupá Tinamou,13,0,13
Tatayo's Glass Frog,1,0,1
Tawny Antpitta,18,0,18
Tawny Frogmouth,19,29,48
Tawny Grassbird,1,0,1
Tawny Owl,481,100,581
Tawny Pipit,10,0,10
Tawny-bellied Babbler,1,0,1
Tawny-bellied Hermit,1,0,1
Tawny-bellied Screech-Owl,4,0,4
Tawny-bellied Seedeater,1,0,1
Tawny-browed Owl,5,0,5
Tawny-collared Nightjar,1,0,1
Tawny-crowned Greenlet,4,0,4
Tawny-crowned Honeyeater,1,0,1
Tawny-flanked Prinia,8,5,13
Tawny-shouldered Blackbird,4,0,4
Tawny-throated Leaftosser,2,0,2
Tawny-winged Woodcreeper,2,0,2
Taylor's Leaf Frog,1,0,1
Temminck's Babbler,1,0,1
Temminck's Seedeater,4,0,4
Temminck's Stint,1,0,1
Temple Tree Frog,13,0,13
Ten-lined June Beetle,1,0,1
Tennessee Warbler,166,100,266
Tepui Antpitta,1,0,1
Terek Sandpiper,4,0,4
Terrestrial Brownbul,7,0,7
Texas Antelope Squirrel,1,0,1
Texas Dog-day Cicada,10,0,10
Texas Toad,30,0,30
Texas Tree Cricket,5,0,5
Texas false katydid,1,0,1
Thekla Lark,5,0,5
Thick-billed Euphonia,5,0,5
Thick-billed Kingbird,7,0,7
Thick-billed Murre,1,0,1
Thick-billed Seed-Finch,2,0,2
Thick-billed Vireo,3,0,3
Thick-billed Warbler,2,0,2
Thicket Tinamou,11,8,19
Thin-striped Wattle Cicada,8,0,8
Thirteen-lined Ground Squirrel,2,0,2
Thomas's Trig,1,0,1
Thorn-tailed Rayadito,4,0,4
Three-striped Flycatcher,2,0,2
Three-striped Poison Frog,2,0,2
Three-striped Warbler,3,0,3
Three-toed Jacamar,1,0,1
Three-wattled Bellbird,6,5,11
Thrush Nightingale,442,100,542
Thrush-like Antpitta,3,0,3
Thrush-like Wren,10,6,16
Tiara Giant Stick Insect,1,0,1
Tickell's Blue Flycatcher,4,0,4
Tickell's Leaf Warbler,1,0,1
Ticking Doradito,7,0,7
Tiger,1,0,1
Timber Rattlesnake,6,0,6
Timor Stubtail,1,0,1
Tink Frog,3,0,3
Tinker Reed Frog,6,0,6
Tinkling Ground Cricket,7,0,7
Tiny Sunbird,3,0,3
Tiny Tyrant-Manakin,1,0,1
Tit Babbler,3,0,3
Toco Toucan,6,0,6
Tocuyo Sparrow,1,0,1
Tody Motmot,1,0,1
Tokay Gecko,75,10,85
Tooth-billed Catbird,1,0,1
Toppin's Titi,1,0,1
Torresian Crow,24,15,39
Torresian Imperial-Pigeon,2,0,2
Torresian Kingfisher,1,0,1
Toucan Barbet,1,0,1
Townsend's Chipmunk,6,0,6
Townsend's Cormorant,1,0,1
Townsend's Solitaire,55,40,95
Townsend's Warbler,69,23,92
Transvolcanic Jay,4,0,4
Tree Hole Frog,1,0,1
Tree Pipit,126,100,226
Tree Swallow,50,36,86
Treecreeper,58,78,136
Tricolored Bat,1,0,1
Tricolored Blackbird,4,0,4
Tricolored Brush-Finch,3,0,3
Trilling Tapaculo,2,0,2
Trinidad Euphonia,3,0,3
Trinidad Leaf Frog,1,0,1
Tristram's Starling,3,0,3
Tropical Boubou,7,0,7
Tropical Gnatcatcher,2,0,2
Tropical House Cricket,20,6,26
Tropical Kingbird,104,45,149
Tropical Mockingbird,57,13,70
Tropical Parula,25,23,48
Tropical Screech-Owl,52,30,82
Trumpeter Finch,3,0,3
Trumpeter Hornbill,4,0,4
Trumpeter Swan,33,47,80
Tschudi's Tapaculo,1,0,1
Tsuku-tsuku-boushi Cicada,65,33,98
Tuberous Bush-cricket,1,0,1
Tucumán Parrot,1,0,1
Tucumán four-eyed frog,2,0,2
Tufted Antshrike,9,0,9
Tufted Duck,4,0,4
Tufted Tit-Tyrant,3,0,3
Tufted Titmouse,896,100,996
Tui Parakeet,1,0,1
Tukeit Hill Frog,2,0,2
Tundra Swan,28,20,48
Turkey Vulture,3,0,3
Turquoise Dacnis,1,0,1
Turquoise Jay,1,0,1
Turquoise-browed Motmot,16,0,16
Tusked Frog,35,23,58
Tussock Cicada,1,0,1
Tuī,143,100,243
Twin-spotted Spiketail,1,0,1
Twite,3,0,3
Two-Toothed Scaly Cricket,1,0,1
Two-barred Warbler,1,0,1
Two-colored oval frog,3,0,3
Two-coloured Mining-bee,1,0,1
Two-lined Shieldback,1,0,1
Two-spaded Narrow-mouthed Toad,1,0,1
Two-spotted Tree Cricket,11,0,11
Tyler's Tree Frog,6,0,6
Tyrannine Woodcreeper,1,0,1
Tyrian Metaltail,1,0,1
Ueno's Brown Frog,1,0,1
Ultramarine Grosbeak,6,0,6
Undulated Antpitta,4,0,4
Undulated Tinamou,7,0,7
Uniform Antshrike,2,0,2
Uniform Crake,2,0,2
Uniform Finch,3,0,3
Unspotted Saw-whet Owl,1,0,1
Upland Antshrike,1,0,1
Upland Chorus Frog,194,100,294
Upland Green Bush-cricket,41,79,120
Upland Sandpiper,18,24,42
Ural Owl,25,5,30
Urubamba Antpitta,1,0,1
Usambara Akalat,2,0,2
Usambara Double-collared Sunbird,1,0,1
Usambara Weaver,1,0,1
Usina Tree Frog,1,0,1
Uta Hick's Bearded Saki,1,0,1
VOC,10,0,10
Vaillant's Frog,1,0,1
Valdivia Ground Frog,2,0,2
Valley Carpenter Bee,1,0,1
Vampire Bat,2,0,2
Van Duzee's Cicada,63,15,78
Vancouver Bumble Bee,1,0,1
Variable Antshrike,14,5,19
Variable Cicada,1,0,1
Variable Oriole,12,9,21
Variable Reed Frog,2,0,2
Varied Ambertail,23,0,23
Varied Bunting,2,0,2
Varied Thrush,107,79,186
Varied Tit,4,0,4
Variegated Antpitta,8,0,8
Variegated Fairywren,3,0,3
Variegated Flycatcher,3,0,3
Variegated Ground Cricket,1,0,1
Variegated June Beetle,1,0,1
Variegated Squirrel,4,0,4
Variegated Tinamou,3,0,3
Vaux's Swift,5,0,5
Veery,478,100,578
Velvet-fronted Euphonia,1,0,1
Velvet-mantled Drongo,1,0,1
Venezuelan Troupial,1,0,1
Verdin,29,35,64
Verge Cricket,30,36,66
Vermiculated Screech-Owl,6,0,6
Vermiculated Tree Frog,1,0,1
Vermilion Flycatcher,14,0,14
Vernal Hanging Parrot,1,0,1
Verreaux's Eagle,1,0,1
Verreaux's Tree Frog,8,0,8
Versicolored Emerald,3,0,3
Vervet Monkey,7,0,7
Vesper Sparrow,66,40,106
Victoria's Riflebird,1,0,1
Victorin's Warbler,20,0,20
Vieillot's Weaver,1,0,1
Village Indigobird,1,0,1
Village Weaver,2,0,2
Vinaceous Parrot,1,0,1
Vinous-throated Parrotbill,4,0,4
Violaceous Euphonia,6,0,6
Violaceous Jay,4,0,4
Violaceous Quail-Dove,1,0,1
Violet Carpenter Bee,1,0,1
Violet Sabrewing,1,0,1
Violet Turaco,1,0,1
Violet-capped Woodnymph,4,0,4
Violet-crowned Hummingbird,5,0,5
Violet-green Swallow,21,12,33
Violet-headed Hummingbird,1,0,1
Virginia Opossum,2,0,2
Virginia Rail,189,70,259
Virginia's Warbler,7,0,7
Vivid Niltava,3,0,3
Vizcacheras' White-lipped Frog,1,0,1
Vocal Field Cricket,2,0,2
Várzea Thrush,2,0,2
Wahlberg's Epauletted Fruit Bat,6,0,6
Wailing Cisticola,1,0,1
Walker's Tree Cricket,1,0,1
Walking Cicada,3,0,3
Wallace's Standardwing,3,0,3
Waller's Starling,1,0,1
Wallum Froglet,4,0,4
Wandering Tattler,3,0,3
Wang's Tree Frog,3,0,3
Warbling Doradito,1,0,1
Warbling Vireo,443,100,543
Warbling White-eye,8,16,24
Wart-biter,8,7,15
Water Lily Reed Frog,4,0,4
Water Pipit,23,18,41
Water Rail,72,92,164
Water Thick-knee,1,0,1
Water-meadow Grasshopper,1,0,1
Watercock,1,0,1
Wattled Guan,4,0,4
Wattled Jacana,3,0,3
Wavering Firetail,13,0,13
Waxy Monkey Tree Frog,1,0,1
Weale's Running Frog,3,0,3
Weddell Seal,1,0,1
Wedge-tailed Eagle,1,0,1
Wedge-tailed Grass-Finch,3,0,3
Wedge-tailed Sabrewing,1,0,1
Wedge-tailed Shearwater,1,0,1
Weebill,10,51,61
Weeping Frog,6,0,6
Weissman's Conehead,1,0,1
Weka,12,7,19
Welcome Swallow,12,10,22
West Coast Spring Field Cricket,1,0,1
West Indian Woodpecker,2,0,2
West Mexican Chachalaca,8,0,8
Western Barbastelle,1,0,1
Western Black-eared Wheatear,1,0,1
Western Black-headed Oriole,2,0,2
Western Black-tailed Rattlesnake,3,0,3
Western Bluebird,24,10,34
Western Bonelli's Warbler,56,52,108
Western Brush Cricket,4,0,4
Western Bush Cicada,3,0,3
Western Capercaillie,4,0,4
Western Carpenter Bee,1,0,1
Western Chorus Frog,140,88,228
Western Corella,1,0,1
Western Diamondback Rattlesnake,5,0,5
Western Dusk Singing Cicada,13,0,13
Western Fire-eye,5,0,5
Western Gerygone,3,0,3
Western Golden Whistler,19,14,33
Western Gorilla,1,0,1
Western Gray Squirrel,46,5,51
Western Grebe,5,0,5
Western Gull,10,0,10
Western Honey Bee,23,14,37
Western Kingbird,34,29,63
Western Leopard Toad,13,0,13
Western Marsh-Harrier,15,0,15
Western Meadowlark,256,100,356
Western Narrow-mouthed Toad,182,15,197
Western Nicator,2,0,2
Western Olivaceous Flatbill,2,0,2
Western Olivaceous Warbler,1,0,1
Western Orphean Warbler,9,0,9
Western Puffbird,3,0,3
Western Rat Snake,1,0,1
Western Rattlesnake,14,11,25
Western Rock Nuthatch,2,0,2
Western Rock-loving Field Cricket,2,0,2
Western Roe Deer,72,50,122
Western Saddle Bush-cricket,4,0,4
Western Sandgrinder,2,0,2
Western Sandpiper,2,0,2
Western Screech-Owl,118,88,206
Western Slaty-Antshrike,7,0,7
Western Spadefoot,3,0,3
Western Strutter-trilling Cricket,2,0,2
Western Subalpine Warbler,6,0,6
Western Swamphen,3,0,3
Western Tanager,123,64,187
Western Toad,4,0,4
Western Tree Cricket,3,0,3
Western Tree Hyrax,2,0,2
Western Whipbird,1,0,1
Western Wood-Pewee,118,65,183
Western Woodhaunter,1,0,1
Western Yellow Wagtail,23,44,67
Westland Petrel,1,0,1
Whimbrel,17,11,28
Whinchat,30,25,55
Whining Forest Cicada,2,0,2
Whirring Tree Frog,1,0,1
Whiskered Pitta,1,0,1
Whiskered Screech-Owl,10,8,18
Whiskered Tern,5,0,5
Whiskered Wren,3,0,3
Whistling Cisticola,2,0,2
Whistling Coqui,3,0,3
Whistling Grass Frog,8,5,13
Whistling Green-Pigeon,1,0,1
Whistling Heron,2,0,2
Whistling Kite,3,0,3
Whistling Rain Frog,1,0,1
Whistling Tree Frog,82,85,167
White Bellbird,2,0,2
White Cockatoo,1,0,1
White Drummer,48,25,73
White Ibis,1,0,1
White Monjita,1,0,1
White Sands Tree Cricket,2,0,2
White Stork,5,0,5
White Wagtail,72,85,157
White Woodpecker,17,13,30
White's Thrush,4,0,4
White-backed Mousebird,2,0,2
White-backed Woodpecker,7,0,7
White-banded Mockingbird,3,0,3
White-banded Swallow,1,0,1
White-banded Tyrannulet,2,0,2
White-barred Piculet,4,0,4
White-bearded Antshrike,3,0,3
White-bearded Hermit,1,0,1
White-bearded Manakin,8,0,8
White-bellied Antbird,8,0,8
White-bellied Antpitta,4,0,4
White-bellied Blue Flycatcher,1,0,1
White-bellied Bustard,1,0,1
White-bellied Chachalaca,16,0,16
White-bellied Cuckooshrike,2,0,2
White-bellied Drongo,1,0,1
White-bellied Emerald,1,0,1
White-bellied Giant Flying Squirrel,1,0,1
White-bellied Go-away Bird,1,0,1
White-bellied Green-Pigeon,5,0,5
White-bellied Parrot,1,0,1
White-bellied Sea-Eagle,2,0,2
White-bellied Seedeater,1,0,1
White-bellied Spinetail,2,0,2
White-bellied Tanager,1,0,1
White-bellied Tody-Tyrant,1,0,1
White-bellied Treepie,1,0,1
White-bellied Wren,2,0,2
White-bellied Yuhina,2,0,2
White-bellied pug-snout frog,4,0,4
White-bibbed Antbird,3,0,3
White-breasted Nuthatch,411,100,511
White-breasted Robin,1,0,1
White-breasted Sunbird,1,0,1
White-breasted Tapaculo,3,0,3
White-breasted Waterhen,22,30,52
White-breasted Wood-Wren,14,11,25
White-browed Antbird,4,0,4
White-browed Antpitta,1,0,1
White-browed Babbler,2,0,2
White-browed Blackbird,3,0,3
White-browed Bulbul,2,0,2
White-browed Bush-Robin,2,0,2
White-browed Chinese Warbler,1,0,1
White-browed Coucal,11,6,17
White-browed Crake,1,0,1
White-browed Foliage-gleaner,1,0,1
White-browed Gnatcatcher,7,0,7
White-browed Laughingthrush,3,0,3
White-browed Purpletuft,1,0,1
White-browed Robin-Chat,4,0,4
White-browed Scrubwren,36,36,72
White-browed Sparrow-Weaver,2,0,2
White-browed Spinetail,1,0,1
White-browed Wagtail,5,0,5
White-browed Warbler,22,18,40
White-browed Woodpecker,1,0,1
White-browed Woodswallow,1,0,1
White-capped Tanager,1,0,1
White-cheeked Barbet,19,41,60
White-cheeked Bulbul,1,0,1
White-cheeked Honeyeater,6,0,6
White-cheeked Spider Monkey,1,0,1
White-cheeked Starling,5,0,5
White-chested Alethe,2,0,2
White-chested Babbler,5,0,5
White-chinned Jacamar,2,0,2
White-chinned Thistletail,1,0,1
White-collared Foliage-gleaner,2,0,2
White-collared Manakin,2,0,2
White-crested Elaenia,13,16,29
White-crested Hornbill,1,0,1
White-crested Laughingthrush,5,0,5
White-crested Spadebill,1,0,1
White-crested Tyrannulet,16,13,29
White-crowned Manakin,1,0,1
White-crowned Parrot,2,0,2
White-crowned Pigeon,1,0,1
White-crowned Shama,2,0,2
White-crowned Sparrow,324,100,424
White-crowned Tapaculo,3,0,3
White-eared Barbet,1,0,1
White-eared Bulbul,2,0,2
White-eared Dove,1,0,1
White-eared Honeyeater,22,27,49
White-eared Hummingbird,6,0,6
White-eared Puffbird,1,0,1
White-eared Sibia,22,12,34
White-eared Solitaire,2,0,2
White-edged Treefrog,3,0,3
White-eyed Antwren,1,0,1
White-eyed Buzzard,1,0,1
White-eyed Foliage-gleaner,13,0,13
White-eyed Parakeet,24,13,37
White-eyed Vireo,596,100,696
White-faced Bush-cricket,33,19,52
White-faced Ibis,5,0,5
